Mean,Std,RMS,Variance,Peak,Peak_to_Peak,Skewness,Kurtosis,Class
0.014509567,0.0696435,0.07113891,0.004850217,0.200688,0.386564308,-0.009606076,-0.403424919,Healthy
0.011779435,0.070537974,0.071514759,0.004975606,0.191091692,0.369875077,-0.138317014,-0.409319433,Healthy
0.013911631,0.071822227,0.073157131,0.005158432,0.212579077,0.379888615,0.026695731,-0.374335807,Healthy
0.012683571,0.071493486,0.072609858,0.005111319,0.225721846,0.414310154,-0.070468869,-0.263990897,Healthy
0.015242776,0.074253181,0.075801564,0.005513535,0.232814769,0.412849846,0.019606718,-0.466585413,Healthy
0.012980196,0.075042485,0.076156812,0.005631374,0.228642462,0.427452923,0.01774825,-0.42862761,Healthy
0.012673588,0.069583638,0.070728372,0.004841883,0.207572308,0.391779692,-0.061781973,-0.308990372,Healthy
0.014740592,0.072043247,0.073535804,0.005190229,0.220923692,0.407843077,-0.041770305,-0.478777981,Healthy
0.012690294,0.071504107,0.07262149,0.005112837,0.254928,0.443933538,-0.021945146,-0.318744817,Healthy
0.01312912,0.074581084,0.07572788,0.005562338,0.207155077,0.400958769,-0.021927434,-0.443696999,Healthy
0.01294271,0.071512247,0.072674034,0.005114001,0.200270769,0.398455385,-0.141391556,-0.321517341,Healthy
0.009759492,0.070988698,0.071656422,0.005039395,0.262855385,0.454781538,0.076759207,-0.177974627,Healthy
0.013222222,0.076560145,0.07769352,0.005861456,0.235109538,0.425158154,0.021730428,-0.188697408,Healthy
0.013412095,0.076208695,0.077379904,0.005807765,0.204651692,0.377802462,-0.016003916,-0.60564195,Healthy
0.012102952,0.073125521,0.074120329,0.005347342,0.245748923,0.462083077,-0.005604592,-0.139021534,Healthy
0.013762911,0.071324073,0.072639804,0.005087123,0.201939692,0.373004308,0.021195258,-0.464412757,Healthy
0.014527698,0.072585316,0.074024875,0.005268628,0.264107077,0.471679385,-0.042808191,-0.156676758,Healthy
0.013300657,0.067650023,0.068945145,0.004576526,0.230728615,0.415353231,-0.047058662,-0.188148682,Healthy
0.013240761,0.070978103,0.072202555,0.005037891,0.193803692,0.383017846,-0.028945529,-0.528140771,Healthy
0.014078483,0.069744392,0.071151135,0.00486428,0.191300308,0.381766154,-0.157068288,-0.152170843,Healthy
0.013690996,0.070660697,0.071974839,0.004992934,0.191926154,0.373630154,-0.050266188,-0.467681907,Healthy
0.012398151,0.067663816,0.068790306,0.004578392,0.210075692,0.393448615,-0.051048367,-0.272542722,Healthy
0.014789894,0.067592716,0.069191879,0.004568775,0.207989538,0.390319385,0.063335353,-0.462022237,Healthy
0.011850128,0.071829441,0.072800372,0.005159469,0.212787692,0.417856615,-0.066556252,-0.392165368,Healthy
0.011953417,0.066754132,0.067815914,0.004456114,0.198184615,0.376550769,0.068808557,-0.1957673,Healthy
0.011051115,0.07183856,0.072683601,0.005160779,0.218003077,0.405339692,-0.129632666,-0.449488626,Healthy
0.010561561,0.067451247,0.068273108,0.004549671,0.189214154,0.359027077,-0.065920347,-0.393336128,Healthy
0.011407431,0.075782707,0.076636467,0.005743019,0.237612923,0.438092308,0.135419531,-0.346995729,Healthy
0.013935263,0.069407649,0.070792749,0.004817422,0.220715077,0.412015385,-0.013638062,-0.218057207,Healthy
0.012455194,0.069279718,0.070390419,0.004799679,0.211953231,0.388441846,-0.180111308,-0.270196062,Healthy
0.010515112,0.070547916,0.071327246,0.004977008,0.235526769,0.421194462,0.141144405,-0.221233092,Healthy
0.013065965,0.069038024,0.070263562,0.004766249,0.225304615,0.417230769,-0.053809362,-0.123252239,Healthy
0.012333977,0.075165416,0.076170643,0.00564984,0.248669538,0.483987692,0.091091125,0.030253547,Healthy
0.012417097,0.067572457,0.068703866,0.004566037,0.216542769,0.420985846,0.072067935,-0.160445535,Healthy
0.010396747,0.071771321,0.072520444,0.005151123,0.219463385,0.436632,-0.070707435,-0.185685004,Healthy
0.011435546,0.073924957,0.074804218,0.005464899,0.241993846,0.44748,-0.038038079,-0.15926137,Healthy
0.010962901,0.075463672,0.076255826,0.005694766,0.222384,0.423489231,-0.162133564,-0.137771861,Healthy
0.011995181,0.074439679,0.075399935,0.005541266,0.235944,0.436214769,-0.084467312,-0.242426224,Healthy
0.0133194,0.067481987,0.0687839,0.004553819,0.198393231,0.370918154,-0.031007001,-0.472980904,Healthy
0.012658309,0.072191834,0.073293203,0.005211661,0.228433846,0.436632,-0.06884615,0.059642284,Healthy
0.014840621,0.070981891,0.072516707,0.005038429,0.237195692,0.4068,0.071370866,-0.047624876,Healthy
0.014487768,0.071644512,0.073094675,0.005132936,0.220506462,0.433294154,-0.115928669,-0.21882252,Healthy
0.014612448,0.069399399,0.070921085,0.004816277,0.209449846,0.418691077,0.04743666,-0.283341928,Healthy
0.012956564,0.07632614,0.077418036,0.00582568,0.211327385,0.421611692,-0.102575407,-0.252195539,Healthy
0.014989138,0.072816596,0.074343331,0.005302257,0.202982769,0.386772923,-0.101471191,-0.506906857,Healthy
0.014939428,0.07179054,0.073328495,0.005153882,0.198184615,0.373630154,-0.075436527,-0.617795433,Healthy
0.014229647,0.068390821,0.069855474,0.004677304,0.205277538,0.408051692,-0.001763926,-0.307993652,Healthy
0.014081335,0.077631892,0.078898636,0.006026711,0.195472615,0.383643692,0.052838549,-0.592361056,Healthy
0.01363273,0.07183992,0.07312199,0.005160974,0.245957538,0.434754462,-0.006578922,-0.157073269,Healthy
0.013972749,0.072249674,0.073588404,0.005220015,0.220506462,0.424949538,0.0045065,-0.388709351,Healthy
0.01343695,0.075507647,0.076693913,0.005701405,0.198393231,0.393031385,-0.113306187,-0.500276167,Healthy
0.013721147,0.071878472,0.073176394,0.005166515,0.192134769,0.383435077,0.019721136,-0.476306336,Healthy
0.010799921,0.074751419,0.075527564,0.005587775,0.194012308,0.373212923,-0.085508079,-0.589338079,Healthy
0.014763002,0.069155444,0.070713659,0.004782475,0.194220923,0.386981538,-0.091152559,-0.342278263,Healthy
0.01227123,0.076898142,0.077871095,0.005913324,0.226764923,0.419108308,0.046731949,-0.4437576,Healthy
0.013409243,0.07106935,0.072323304,0.005050852,0.250755692,0.453112615,-0.237219416,-0.138695495,Healthy
0.012599025,0.072993713,0.074073055,0.005328082,0.214873846,0.391153846,-0.095707584,-0.467139924,Healthy
0.012564799,0.077019984,0.078038145,0.005932078,0.256179692,0.472513846,0.027750048,-0.174890896,Healthy
0.01296675,0.073786022,0.074916711,0.005444377,0.211744615,0.402001846,-0.028734203,-0.377854572,Healthy
0.016234107,0.071423483,0.073245206,0.005101314,0.207572308,0.401584615,-0.162971184,-0.477024081,Healthy
0.015562626,0.075059163,0.07665555,0.005633878,0.205068923,0.406591385,-0.032686237,-0.435816462,Healthy
0.01465136,0.08028936,0.081615218,0.006446381,0.265358769,0.4746,0.007953555,-0.315683808,Healthy
0.015459948,0.071620406,0.073269998,0.005129483,0.209032615,0.399707077,-0.132183144,-0.240018684,Healthy
0.013695274,0.078715883,0.079898378,0.00619619,0.238656,0.434754462,-0.026361424,-0.494042252,Healthy
0.013086948,0.073824327,0.074975325,0.005450031,0.206320615,0.409094769,-0.099787359,-0.251796677,Healthy
0.012273471,0.077705769,0.078669083,0.006038187,0.235318154,0.415144615,-0.136555889,-0.447390352,Healthy
0.013845828,0.071707387,0.073031885,0.005141949,0.196932923,0.390110769,-0.027272991,-0.489388789,Healthy
0.013783895,0.07596316,0.07720361,0.005770402,0.245748923,0.456659077,-0.109961286,-0.136371394,Healthy
0.013079003,0.073521834,0.074676103,0.00540546,0.18984,0.377176615,-0.168634233,-0.530107003,Healthy
0.014613263,0.072280587,0.073743004,0.005224483,0.231354462,0.401376,0.099418401,-0.182614635,Healthy
0.012060577,0.076531279,0.077475766,0.005857037,0.238447385,0.443099077,-0.010839525,-0.318891324,Healthy
0.014214979,0.072438612,0.073820174,0.005247352,0.226347692,0.441847385,-0.0621875,-0.109215121,Healthy
0.010874484,0.073506305,0.074306334,0.005403177,0.207155077,0.385938462,0.022137104,-0.383139294,Healthy
0.013955228,0.073127564,0.074447223,0.005347641,0.236152615,0.444559385,0.015844667,-0.273242308,Healthy
0.012192795,0.074212138,0.075207086,0.005507441,0.236778462,0.438718154,0.053908818,0.083933398,Healthy
0.014501214,0.072844827,0.074274182,0.005306369,0.228225231,0.441012923,-0.011307255,-0.243058756,Healthy
0.011947305,0.071283941,0.072278201,0.0050814,0.218420308,0.426618462,-0.227419903,-0.002440958,Healthy
0.012300566,0.075705618,0.0766984,0.005731341,0.244288615,0.435171692,-0.028935588,-0.130905681,Healthy
0.011122623,0.077384224,0.078179478,0.005988318,0.230728615,0.436214769,-0.142002508,-0.055459068,Healthy
0.010202392,0.072160409,0.072878072,0.005207125,0.258474462,0.452069538,-0.011925052,-0.007618275,Healthy
0.012002311,0.070247626,0.071265591,0.004934729,0.245331692,0.459996923,0.14555499,0.012717395,Healthy
0.011297419,0.078874101,0.079679078,0.006221124,0.23052,0.450192,-0.153153489,-0.210154374,Healthy
0.012067911,0.073462826,0.074447439,0.005396787,0.215082462,0.421611692,-0.081661699,-0.151409903,Healthy
0.011068431,0.073855248,0.074680036,0.005454598,0.209032615,0.393448615,-0.061208457,-0.41401656,Healthy
0.012435229,0.071398921,0.072473725,0.005097806,0.200270769,0.387816,-0.077215781,-0.295791277,Healthy
0.012348849,0.073227027,0.074260969,0.005362197,0.224261538,0.439344,-0.062682976,-0.230445529,Healthy
0.011205743,0.079676566,0.080460698,0.006348355,0.243662769,0.457284923,-0.05836728,-0.232090593,Healthy
0.013942394,0.073031594,0.074350548,0.005333614,0.209867077,0.411806769,0.04714683,-0.165780303,Healthy
0.012648734,0.073636401,0.074714858,0.00542232,0.218628923,0.421611692,-0.065001282,-0.254596561,Healthy
0.013310232,0.068010521,0.069300745,0.004625431,0.210075692,0.380097231,0.06115575,-0.534209352,Healthy
0.013074317,0.07406112,0.075206298,0.00548505,0.259517538,0.490454769,-0.020353819,0.302289707,Healthy
0.013372776,0.067926878,0.069230715,0.004614061,0.209867077,0.404088,-0.064923467,-0.196862986,Healthy
0.013109154,0.077821083,0.078917494,0.006056121,0.229059692,0.444768,-0.007985656,-0.441658101,Healthy
0.012695183,0.067747636,0.068926845,0.004589742,0.230102769,0.447062769,-0.062723226,-0.099997968,Healthy
0.010768751,0.075153382,0.075920991,0.005648031,0.233232,0.444142154,-0.160213554,-0.058033348,Healthy
0.008711322,0.076016252,0.076513774,0.005778471,0.213204923,0.398664,-0.035447695,-0.475645808,Healthy
0.009904545,0.065785875,0.066527298,0.004327781,0.175028308,0.346718769,-0.075069784,-0.277026466,Healthy
0.007508117,0.077142368,0.077506882,0.005950945,0.255345231,0.466881231,-0.15316935,-0.207366389,Healthy
0.009169094,0.070179478,0.070775924,0.004925159,0.209032615,0.388859077,-0.06218252,-0.201920855,Healthy
0.007384455,0.073413849,0.073784303,0.005389593,0.196724308,0.388859077,-0.115654355,-0.381067793,Healthy
0.009880302,0.071536808,0.072215893,0.005117515,0.273286154,0.513611077,-0.286391069,0.367950381,Healthy
0.01083924,0.082472906,0.083182145,0.00680178,0.227182154,0.439552615,-0.029074428,-0.377317665,Healthy
0.00978618,0.073298671,0.073949067,0.005372695,0.208198154,0.409720615,-0.159000044,-0.346896055,Healthy
0.01020443,0.070845673,0.07157681,0.005019109,0.209449846,0.403462154,-0.203734881,-0.261476961,Healthy
0.010575007,0.077598562,0.07831582,0.006021537,0.258474462,0.489828923,-0.003761976,-0.032029087,Healthy
0.010738599,0.07291065,0.073697221,0.005315963,0.214665231,0.426409846,-0.136614985,-0.190780353,Healthy
0.011035428,0.075118538,0.075924802,0.005642795,0.216542769,0.414936,-0.019383586,-0.355009885,Healthy
0.010825183,0.070762978,0.071586197,0.005007399,0.206112,0.403462154,-0.060325675,-0.163516332,Healthy
0.010329721,0.074820257,0.075529955,0.005598071,0.230937231,0.449148923,-0.036420157,-0.339677379,Healthy
0.013530663,0.072264167,0.073519988,0.00522211,0.204025846,0.378011077,-0.02425067,-0.426906857,Healthy
0.011869075,0.075129532,0.076061301,0.005644447,0.224470154,0.417230769,-0.158872327,-0.310279235,Healthy
0.011940786,0.074221235,0.075175622,0.005508792,0.222384,0.431208,-0.068121888,-0.258814516,Healthy
0.011374632,0.073510066,0.074384891,0.00540373,0.241368,0.443307692,0.073466892,-0.310409851,Healthy
0.015173917,0.076990671,0.078471722,0.005927563,0.257222769,0.468341538,-0.106711459,-0.230947995,Healthy
0.013389889,0.072034562,0.073268461,0.005188978,0.226973538,0.412432615,0.044065191,-0.376143412,Healthy
0.014664806,0.078544201,0.07990149,0.006169192,0.210075692,0.413892923,0.036527155,-0.553463152,Healthy
0.015496008,0.073716455,0.075327565,0.005434116,0.212370462,0.423906462,-0.050143044,-0.335394629,Healthy
0.011672886,0.075272275,0.076171987,0.005665915,0.256179692,0.436840615,0.006622287,-0.277714704,Healthy
0.015416555,0.071205173,0.072854971,0.005070177,0.259726154,0.428287385,0.002315688,-0.311681382,Healthy
0.011850535,0.075735307,0.076656845,0.005735837,0.227182154,0.428913231,0.072124374,-0.285125294,Healthy
0.01499362,0.07782852,0.079259619,0.006057279,0.245123077,0.453321231,0.010446223,-0.201877283,Healthy
0.012936599,0.078664584,0.079721217,0.006188117,0.236152615,0.458328,-0.052493455,-0.407872601,Healthy
0.015509657,0.073042884,0.074671363,0.005335263,0.224261538,0.392822769,0.055653907,-0.352525881,Healthy
0.013981916,0.073083277,0.074408732,0.005341165,0.215499692,0.427870154,-0.051993184,-0.308823505,Healthy
0.014319694,0.076487327,0.077816224,0.005850311,0.226556308,0.405965538,0.059790603,-0.530135278,Healthy
0.015475024,0.071000648,0.07266752,0.005041092,0.240533538,0.431833846,0.069330244,-0.200349182,Healthy
0.01456824,0.076433832,0.077809796,0.005842131,0.248669538,0.442473231,-0.048560812,-0.243016582,Healthy
0.013957877,0.069027696,0.070424748,0.004764823,0.222801231,0.390945231,0.16018745,-0.238271005,Healthy
0.01445069,0.070939152,0.072396034,0.005032363,0.202356923,0.386981538,-0.103444499,-0.296743923,Healthy
0.013852754,0.074159716,0.075442443,0.005499663,0.232606154,0.453738462,0.029686565,-0.154382207,Healthy
0.013813028,0.075059827,0.076320229,0.005633978,0.222592615,0.442890462,0.075532521,-0.231015267,Healthy
0.014203774,0.070372267,0.071791386,0.004952256,0.236778462,0.420151385,0.006272877,-0.165765224,Healthy
0.012066892,0.073569466,0.074552507,0.005412466,0.211118769,0.410137846,0.041834927,-0.392063319,Healthy
0.01369996,0.072887275,0.074163629,0.005312555,0.240116308,0.445185231,0.019809942,-0.150841389,Healthy
0.013904704,0.067700191,0.069113361,0.004583316,0.204025846,0.373630154,0.00027846,-0.309578819,Healthy
0.016173397,0.077061373,0.078740295,0.005938455,0.233649231,0.423072,0.071882861,-0.368887239,Healthy
0.013281099,0.069037066,0.070302945,0.004766117,0.260560615,0.459371077,0.129857607,0.184815928,Healthy
0.013666549,0.077033493,0.078236396,0.005934159,0.231354462,0.448731692,-0.122237512,-0.265613805,Healthy
0.014223739,0.071725701,0.073122438,0.005144576,0.223427077,0.419316923,0.099196627,-0.272332949,Healthy
0.012737151,0.076162529,0.077220243,0.005800731,0.234483692,0.457910769,0.032346379,-0.190482567,Healthy
0.014880552,0.072016214,0.073537513,0.005186335,0.247417846,0.459162462,0.081080208,0.029910879,Healthy
0.01137728,0.069481227,0.070406558,0.004827641,0.217794462,0.416604923,-0.078278539,-0.324930176,Healthy
0.014571296,0.069790048,0.071294975,0.004870651,0.223427077,0.414101538,-0.128152766,-0.07971988,Healthy
0.012599228,0.072939903,0.074020065,0.005320229,0.228016615,0.454155692,-0.007165084,-0.156027656,Healthy
0.014866698,0.075301157,0.076754693,0.005670264,0.229894154,0.452486769,-0.017604895,-0.026252352,Healthy
0.012784823,0.069177508,0.070348982,0.004785528,0.207155077,0.408260308,-0.026299775,-0.383487725,Healthy
0.013772282,0.070953893,0.072278148,0.005034455,0.229059692,0.417230769,0.12394694,-0.246103076,Healthy
0.013749873,0.067810852,0.069190828,0.004598312,0.243871385,0.476060308,0.030030226,0.019901015,Healthy
0.012607174,0.074190657,0.075254199,0.005504254,0.215291077,0.421611692,0.071402139,-0.398891669,Healthy
0.012326643,0.06950245,0.070587085,0.004830591,0.201522462,0.394908923,-0.136605581,-0.143721461,Healthy
0.012248209,0.073616741,0.074628703,0.005419425,0.243036923,0.438092308,-0.088562135,-0.153776827,Healthy
0.012885463,0.072984562,0.074113302,0.005326746,0.209658462,0.400332923,0.026813951,-0.405874421,Healthy
0.010348668,0.070996757,0.071747017,0.005040539,0.224678769,0.436006154,-0.11971806,-0.073479032,Healthy
0.014068704,0.074253838,0.07557487,0.005513632,0.212161846,0.398246769,0.074355774,-0.381401677,Healthy
0.01102076,0.070549061,0.071404672,0.00497717,0.216542769,0.395952,-0.04482464,-0.362627923,Healthy
0.010861853,0.074970337,0.075753094,0.005620551,0.2034,0.401584615,-0.103648866,-0.416682121,Healthy
0.012179553,0.074712989,0.075699223,0.005582031,0.202148308,0.390319385,0.060855559,-0.473397186,Healthy
0.011056208,0.073368489,0.074196866,0.005382935,0.205694769,0.392614154,0.046206671,-0.613614908,Healthy
0.01583219,0.136846058,0.137758853,0.018726843,0.481782595,0.934489301,0.015144012,-0.066373801,Ball
0.015668962,0.130430617,0.131368422,0.017012146,0.442960599,0.808926946,0.00786889,-0.157084246,Ball
0.015020808,0.149041469,0.149796475,0.022213359,0.509071697,1.003686667,-0.018237569,0.123261379,Ball
0.015538253,0.128082893,0.129021955,0.016405227,0.399752854,0.779201317,0.022951549,-0.204947426,Ball
0.015072997,0.129105316,0.129982221,0.016668183,0.406087824,0.755648224,-0.042046881,-0.305147073,Ball
0.015445297,0.136225053,0.137097856,0.018557265,0.43223988,0.847424072,-0.007563997,-0.488647389,Ball
0.015061575,0.140317821,0.141123853,0.019689091,0.520442156,0.950245509,-0.098631524,0.307051476,Ball
0.014708311,0.138176965,0.138957576,0.019092874,0.456767585,0.853109301,-0.033856644,-0.133100261,Ball
0.015377245,0.139364845,0.140210626,0.01942256,0.487630259,0.917758483,-0.044639822,-0.054982366,Ball
0.015073948,0.141794636,0.142593627,0.020105719,0.429316048,0.825495329,-0.050250797,-0.216743,Ball
0.015506368,0.144278018,0.145108903,0.020816146,0.525802515,1.038447784,-0.023045154,0.150609137,Ball
0.014720208,0.141922159,0.142683509,0.020141899,0.472361357,0.922631537,-0.033850078,0.082575898,Ball
0.014992889,0.139833347,0.140634816,0.019553365,0.475447625,0.907362635,-0.043250573,0.275261223,Ball
0.014827916,0.136775234,0.137576639,0.018707465,0.384971257,0.739242275,-0.036345878,-0.393032481,Ball
0.014720684,0.13957445,0.140348586,0.019481027,0.409986267,0.819647665,-0.031176451,-0.194855601,Ball
0.015500975,0.126891316,0.127834605,0.016101406,0.456442715,0.842551018,-0.134019099,0.225242115,Ball
0.014836641,0.133066371,0.133890944,0.017706659,0.465539082,0.929616248,-0.011969609,0.003745491,Ball
0.014831565,0.122442511,0.12333752,0.014992169,0.390494052,0.747851337,0.013002278,-0.342109035,Ball
